X,Y_mean,Y_std
-5.0,-34.3829026965637,5.408675357329464
-4.898989898989899,9.426241731575722,0.5084860048082315
-4.797979797979798,9.302448119956566,0.5094974980471736
-4.696969696969697,9.176106913321037,0.5105723920052598
-4.595959595959596,9.046781930872003,0.5116794524141635
-4.494949494949495,8.913944982240428,0.5127636412821232
-4.393939393939394,8.77695584325145,0.5137345558889596
-4.292929292929293,8.635039394408722,0.5144509645775541
-4.191919191919192,8.487261287796436,0.5147018832597725
-4.090909090909091,8.332505695926008,0.5141877431805792
-3.98989898989899,8.169462974924011,0.5125134419642163
-3.888888888888889,7.996643170577174,0.5092256151402997
-3.787878787878788,7.812446161325585,0.5039757756547827
-3.686868686868687,7.615345585136897,0.49700376774711885
-3.585858585858586,7.404288076796531,0.49036407043263686
-3.484848484848485,7.179477637037559,0.49060055569213074
-3.383838383838384,6.943801163385866,0.5130044904760829
-3.282828282828283,6.705201085182589,0.5833601235559613
-3.1818181818181817,6.4801167476560755,0.7279434720068736
-3.080808080808081,6.297165021253363,0.9544536669900806
-2.9797979797979797,-14.086803760983353,2.965384229068707
-2.878787878787879,-12.943914079861209,2.8568911037754563
-2.7777777777777777,-11.76834793217899,2.723027946341417
-2.676767676767677,-10.56425265795669,2.556781660210636
-2.5757575757575757,-9.341154544405173,2.3607562367411283
-2.474747474747475,-8.109809346361754,2.1475358433828444
-2.3737373737373737,-6.876639060485647,1.9295229854298885
-2.272727272727273,-5.643328552597166,1.711320904480809
-2.1717171717171717,-4.410016130407134,1.4935491947504982
-2.070707070707071,-3.1767037065850072,1.276441314574585
-1.9696969696969697,-1.9433912822587238,1.0604050918855166
-1.8686868686868687,-0.7100788574412071,0.8462616529023937
-1.7676767676767677,0.5232335678561864,0.6359260242992912
-1.6666666666666667,1.3907890101191693,0.4849156024661145
-1.5656565656565657,1.9854272407994564,0.3783539648071889
-1.4646464646464648,2.5800654717249674,0.2854040009911603
-1.3636363636363638,3.1747037028917267,0.22372819403035069
-1.2626262626262628,3.3923172574842533,0.21234893941044886
-1.1616161616161618,3.1735126579055524,0.21234893904976038
-1.0606060606060608,2.954708058558144,0.2123489387267617
-0.9595959595959597,2.735903459439343,0.21234893844094832
-0.8585858585858587,2.517098860546782,0.21234893819192213
-0.7575757575757577,2.2982942618783944,0.21234893797931212
-0.6565656565656567,2.0794896634324207,0.212348937802804
-0.5555555555555556,1.860685065207397,0.21234893766213628
-0.45454545454545464,1.6418804672021636,0.2123489375571069
-0.3535353535353536,1.4230758694158512,0.2123489374875593
-0.2525252525252526,1.204271271847887,0.21234893745339276
-0.1515151515151516,1.104738845618958,0.21256301681145973
-0.050505050505050594,1.104738845618958,0.21256301681145973
0.050505050505050594,1.104738845618958,0.21256301681145973
0.1515151515151516,1.104738845618958,0.21256301681145973
0.2525252525252526,1.1182380639675291,0.21228774897390756
0.3535353535353536,1.3644446887593593,0.21228774899333933
0.45454545454545464,1.6106513137661047,0.21228774904720427
0.5555555555555556,1.8568579389881834,0.21228774913559095
0.6565656565656567,2.103064564426323,0.21228774925862898
0.7575757575757577,2.349271190081536,0.21228774941649503
0.8585858585858587,2.5954778159551246,0.21228774960942073
0.9595959595959597,2.8416844420486793,0.2122877498376929
1.0606060606060608,3.0878910683640837,0.2122877501016353
1.1616161616161618,3.3340976949035186,0.2122877504016482
1.2626262626262628,3.579943041159782,0.21225912394955893
1.3636363636363638,3.0206738197684806,0.2458874107664237
1.4646464646464648,2.390582967923096,0.3322204493759164
1.5656565656565657,1.7604921163135034,0.44208377193597015
1.6666666666666667,1.1304012649434187,0.5618394094850393
1.7676767676767677,0.5003104138168959,0.6863284992683295
1.8686868686868687,-0.1297804370616876,0.8133805517602096
1.9696969696969697,-0.7598712876876087,0.9419590549871767
2.070707070707071,-1.3899621380558078,1.071514641421226
2.1717171717171717,-2.02005298816085,1.201731342066669
2.272727272727273,-2.650143837996962,1.3324153393175384
2.3737373737373737,-3.2802346875579738,1.4634414510360316
2.474747474747475,-3.9103255368373535,1.594725352840163
2.5757575757575757,-4.540416385828152,1.7262082283407894
2.676767676767677,-5.170507234523031,1.857847832953982
2.7777777777777777,-5.800598082914227,1.9896130577207347
2.878787878787879,-6.430688930993545,2.1214804959544353
2.9797979797979797,-7.060779778752349,2.2534322035950978
3.080808080808081,7.417060659565165,0.489365720419247
3.1818181818181817,7.555572798919152,0.490421279955022
3.282828282828283,7.690251327660552,0.4913287041404789
3.383838383838384,7.8216346443838525,0.492114208455009
3.484848484848485,7.950168132596513,0.4927985076820762
3.585858585858586,8.076222764672096,0.4933981329639364
3.686868686868687,8.20010956646934,0.49392639824162826
3.787878787878788,8.322090936290042,0.4943941179303637
3.888888888888889,8.442389561590709,0.4948101458489178
3.98989898989899,8.561195490622096,0.4951817841748405
4.090909090909091,8.678671778141473,0.4955150968257196
4.191919191919192,8.794959022058089,0.49581515181662833
4.292929292929293,8.910179031884967,0.49608621031189654
4.393939393939394,9.024437813202324,0.49633187529537837
4.494949494949495,9.13782800987116,0.49655520937731135
4.595959595959596,9.250430913731886,0.49675882881726025
4.696969696969697,9.36231812727202,0.496944979074868
4.797979797979798,9.4735529462566,0.497115595906419
4.898989898989899,9.584191515138691,0.49727235507100076
5.0,-19.662588233663772,4.899682077683151
